"Name","SamAccountName","Enabled","DistinguishedName"
"EVERETTE_LAWRENCE","EVERETTE_LAWRENCE","True","CN=EVERETTE_LAWRENCE,OU=ServiceAccounts,OU=OGC,OU=Stage,DC=corp,DC=lab"
"LINWOOD_WADE","LINWOOD_WADE","True","CN=LINWOOD_WADE,OU=Test,OU=TST,OU=Tier 1,DC=corp,DC=lab"
"EARNESTINE_COLE","EARNESTINE_COLE","True","CN=EARNESTINE_COLE,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=corp,DC=lab"
"DANIELLE_GARRETT","DANIELLE_GARRETT","True","CN=DANIELLE_GARRETT,OU=Groups,OU=AZR,OU=Tier 2,DC=corp,DC=lab"
"POLLY_HINTON","POLLY_HINTON","True","CN=POLLY_HINTON,OU=Devices,OU=HRE,OU=Tier 2,DC=corp,DC=lab"
"SHIRLEY_LONG","SHIRLEY_LONG","True","CN=SHIRLEY_LONG,OU=Devices,OU=FIN,OU=Tier 2,DC=corp,DC=lab"
"NELDA_MCINTOSH","NELDA_MCINTOSH","True","CN=NELDA_MCINTOSH,OU=T0-Roles,OU=Tier 0,OU=Admin,DC=corp,DC=lab"
"REUBEN_HARVEY","REUBEN_HARVEY","True","CN=REUBEN_HARVEY,OU=Devices,OU=FSR,OU=Tier 1,DC=corp,DC=lab"
"HERIBERTO_HOFFMAN","HERIBERTO_HOFFMAN","True","CN=HERIBERTO_HOFFMAN,OU=ServiceAccounts,OU=BDE,OU=Stage,DC=corp,DC=lab"
"KIETH_DUDLEY","KIETH_DUDLEY","True","CN=KIETH_DUDLEY,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=corp,DC=lab"
"DARIO_MARQUEZ","DARIO_MARQUEZ","True","CN=DARIO_MARQUEZ,OU=Devices,OU=BDE,OU=Tier 2,DC=corp,DC=lab"
"JOE_HALE","JOE_HALE","True","CN=JOE_HALE,OU=Test,OU=SEC,OU=Tier 2,DC=corp,DC=lab"
"LUCY_BURNETT","LUCY_BURNETT","True","CN=LUCY_BURNETT,OU=Devices,OU=ESM,OU=Tier 2,DC=corp,DC=lab"
"POLLY_KLEIN","POLLY_KLEIN","True","CN=POLLY_KLEIN,OU=T1-Permissions,OU=Tier 1,OU=Admin,DC=corp,DC=lab"
"DANIELLE_FISHER","DANIELLE_FISHER","True","CN=DANIELLE_FISHER,OU=Groups,OU=AWS,OU=Tier 1,DC=corp,DC=lab"
"RALPH_JOHNSTON","RALPH_JOHNSTON","True","CN=RALPH_JOHNSTON,OU=BDE,OU=People,DC=corp,DC=lab"
"FLORINE_RUSSELL","FLORINE_RUSSELL","True","CN=FLORINE_RUSSELL,OU=IT,DC=corp,DC=lab"
"ROSS_WHEELER","ROSS_WHEELER","True","CN=ROSS_WHEELER,OU=ServiceAccounts,OU=TST,OU=Stage,DC=corp,DC=lab"
"ELISEO_DAVIS","ELISEO_DAVIS","True","CN=ELISEO_DAVIS,OU=AWS,OU=Tier 2,DC=corp,DC=lab"
"6599788800SA","6599788800SA","True","CN=6599788800SA,OU=.SecFrame.com,DC=corp,DC=lab"
"SEAN_DANIELS","SEAN_DANIELS","True","CN=SEAN_DANIELS,OU=Grouper-Groups,DC=corp,DC=lab"
"KENYA_FINLEY","KENYA_FINLEY","True","CN=KENYA_FINLEY,OU=Devices,OU=AWS,OU=Tier 2,DC=corp,DC=lab"
"ROBIN_DILLARD","ROBIN_DILLARD","True","CN=ROBIN_DILLARD,OU=Test,OU=BDE,OU=Stage,DC=corp,DC=lab"
"WINSTON_MUNOZ","WINSTON_MUNOZ","True","CN=WINSTON_MUNOZ,OU=Devices,OU=SEC,OU=Stage,DC=corp,DC=lab"
"MERVIN_SALINAS","MERVIN_SALINAS","True","CN=MERVIN_SALINAS,OU=T1-Permissions,OU=Tier 1,OU=Admin,DC=corp,DC=lab"
"MARCI_WILCOX","MARCI_WILCOX","True","CN=MARCI_WILCOX,OU=Devices,OU=GOO,OU=Tier 1,DC=corp,DC=lab"
"FRANCES_WARNER","FRANCES_WARNER","True","CN=FRANCES_WARNER,OU=AZR,OU=Tier 2,DC=corp,DC=lab"
"JULIUS_BRAY","JULIUS_BRAY","True","CN=JULIUS_BRAY,OU=Groups,OU=AZR,OU=Stage,DC=corp,DC=lab"
"CRAIG_CHANDLER","CRAIG_CHANDLER","True","CN=CRAIG_CHANDLER,OU=Devices,OU=AZR,OU=Tier 2,DC=corp,DC=lab"
"KIRK_DUDLEY","KIRK_DUDLEY","True","CN=KIRK_DUDLEY,OU=Test,OU=TST,OU=Stage,DC=corp,DC=lab"
"WM_BLAIR","WM_BLAIR","True","CN=WM_BLAIR,OU=Devices,OU=ESM,OU=Tier 2,DC=corp,DC=lab"
"DOROTHEA_RUTLEDGE","DOROTHEA_RUTLEDGE","True","CN=DOROTHEA_RUTLEDGE,OU=AWS,OU=Stage,DC=corp,DC=lab"
"AUDREY_MARKS","AUDREY_MARKS","True","CN=AUDREY_MARKS,OU=Devices,OU=ESM,OU=Tier 2,DC=corp,DC=lab"
"DELLA_ONEAL","DELLA_ONEAL","True","CN=DELLA_ONEAL,OU=FIN,OU=People,DC=corp,DC=lab"
"CAROL_BUCKNER","CAROL_BUCKNER","True","CN=CAROL_BUCKNER,OU=SEC,OU=Tier 2,DC=corp,DC=lab"
"PAULINE_WILLIAMSON","PAULINE_WILLIAMSON","True","CN=PAULINE_WILLIAMSON,OU=GOO,OU=People,DC=corp,DC=lab"
"DEBORA_PATTON","DEBORA_PATTON","True","CN=DEBORA_PATTON,OU=ServiceAccounts,OU=AWS,OU=Tier 2,DC=corp,DC=lab"
"MARSHALL_MCCARTHY","MARSHALL_MCCARTHY","True","CN=MARSHALL_MCCARTHY,OU=Devices,OU=ITS,OU=Tier 1,DC=corp,DC=lab"
"OFELIA_NOEL","OFELIA_NOEL","True","CN=OFELIA_NOEL,OU=AZR,OU=Tier 1,DC=corp,DC=lab"
"WILLIAM_DEAN","WILLIAM_DEAN","True","CN=WILLIAM_DEAN,OU=ServiceAccounts,OU=AZR,OU=Tier 2,DC=corp,DC=lab"
"FLOSSIE_HUDSON","FLOSSIE_HUDSON","True","CN=FLOSSIE_HUDSON,OU=Devices,OU=ITS,OU=Tier 1,DC=corp,DC=lab"
"BERRY_DICKSON","BERRY_DICKSON","True","CN=BERRY_DICKSON,OU=ITS,OU=People,DC=corp,DC=lab"
"SILVIA_MCMAHON","SILVIA_MCMAHON","True","CN=SILVIA_MCMAHON,OU=Groups,OU=OGC,OU=Tier 2,DC=corp,DC=lab"
"FREIDA_WILLIAMS","FREIDA_WILLIAMS","True","CN=FREIDA_WILLIAMS,OU=Devices,OU=FSR,OU=Stage,DC=corp,DC=lab"
"TYLER_LARA","TYLER_LARA","True","CN=TYLER_LARA,OU=Groups,OU=SEC,OU=Tier 1,DC=corp,DC=lab"
"ANTONIO_NOBLE","ANTONIO_NOBLE","True","CN=ANTONIO_NOBLE,OU=BDE,OU=Tier 1,DC=corp,DC=lab"
"REVA_CANNON","REVA_CANNON","True","CN=REVA_CANNON,OU=ITS,OU=People,DC=corp,DC=lab"
"REYES_WOLF","REYES_WOLF","True","CN=REYES_WOLF,OU=FSR,OU=People,DC=corp,DC=lab"
"ENRIQUE_GUERRERO","ENRIQUE_GUERRERO","True","CN=ENRIQUE_GUERRERO,OU=FSR,OU=Tier 2,DC=corp,DC=lab"
"DARIN_ESTRADA","DARIN_ESTRADA","True","CN=DARIN_ESTRADA,OU=ServiceAccounts,OU=HRE,OU=Tier 2,DC=corp,DC=lab"
"JEANIE_BLACK","JEANIE_BLACK","True","CN=JEANIE_BLACK,OU=ESM,OU=Tier 1,DC=corp,DC=lab"
"MARGRET_GAMBLE","MARGRET_GAMBLE","True","CN=MARGRET_GAMBLE,OU=Deprovisioned,OU=People,DC=corp,DC=lab"
"JOHNATHAN_BENSON","JOHNATHAN_BENSON","True","CN=JOHNATHAN_BENSON,OU=ESM,OU=Stage,DC=corp,DC=lab"
"CEDRIC_REILLY","CEDRIC_REILLY","True","CN=CEDRIC_REILLY,OU=Devices,OU=OGC,OU=Tier 1,DC=corp,DC=lab"
"BOBBY_BIRD","BOBBY_BIRD","True","CN=BOBBY_BIRD,OU=AZR,OU=Stage,DC=corp,DC=lab"
"QUINCY_PAYNE","QUINCY_PAYNE","True","CN=QUINCY_PAYNE,OU=Devices,OU=FSR,OU=Tier 1,DC=corp,DC=lab"
"OTIS_MERCADO","OTIS_MERCADO","True","CN=OTIS_MERCADO,OU=Tier 0,OU=Admin,DC=corp,DC=lab"
"AURELIO_DUNCAN","AURELIO_DUNCAN","True","CN=AURELIO_DUNCAN,OU=Test,OU=GOO,OU=Stage,DC=corp,DC=lab"
"RACHEL_LYONS","RACHEL_LYONS","True","CN=RACHEL_LYONS,OU=Groups,OU=GOO,OU=Tier 2,DC=corp,DC=lab"
"KATIE_ALVARADO","KATIE_ALVARADO","True","CN=KATIE_ALVARADO,OU=Test,OU=BDE,OU=Tier 2,DC=corp,DC=lab"
"BOYD_CONWAY","BOYD_CONWAY","True","CN=BOYD_CONWAY,OU=Groups,OU=FSR,OU=Stage,DC=corp,DC=lab"
"SASHA_HUBBARD","SASHA_HUBBARD","True","CN=SASHA_HUBBARD,OU=HRE,OU=Stage,DC=corp,DC=lab"
"ARTHUR_WEBSTER","ARTHUR_WEBSTER","True","CN=ARTHUR_WEBSTER,OU=ServiceAccounts,OU=AWS,OU=Tier 1,DC=corp,DC=lab"
"ZANE_EWING","ZANE_EWING","True","CN=ZANE_EWING,OU=FIN,OU=Tier 2,DC=corp,DC=lab"
"GREGG_BONNER","GREGG_BONNER","True","CN=GREGG_BONNER,OU=T1-Accounts,OU=Tier 1,OU=Admin,DC=corp,DC=lab"
"JACQUES_FRANKS","JACQUES_FRANKS","True","CN=JACQUES_FRANKS,OU=HR,DC=corp,DC=lab"
"FANNY_MARSH","FANNY_MARSH","True","CN=FANNY_MARSH,OU=FIN,OU=People,DC=corp,DC=lab"
"BRYANT_CURTIS","BRYANT_CURTIS","True","CN=BRYANT_CURTIS,OU=Devices,OU=AZR,OU=Stage,DC=corp,DC=lab"
"KERRY_SIMS","KERRY_SIMS","True","CN=KERRY_SIMS,OU=Groups,OU=ITS,OU=Stage,DC=corp,DC=lab"
"FELECIA_GUY","FELECIA_GUY","True","CN=FELECIA_GUY,OU=ServiceAccounts,OU=GOO,OU=Tier 2,DC=corp,DC=lab"
"CONRAD_KERR","CONRAD_KERR","True","CN=CONRAD_KERR,OU=Groups,OU=HRE,OU=Tier 2,DC=corp,DC=lab"
"JAN_BUCKLEY","JAN_BUCKLEY","True","CN=JAN_BUCKLEY,OU=Test,OU=AZR,OU=Tier 1,DC=corp,DC=lab"
"ALBERT_RIOS","ALBERT_RIOS","True","CN=ALBERT_RIOS,OU=Groups,OU=TST,OU=Tier 1,DC=corp,DC=lab"
"CASANDRA_STEPHENSON","CASANDRA_STEPHENSON","True","CN=CASANDRA_STEPHENSON,OU=ITS,OU=Stage,DC=corp,DC=lab"
"MICHAEL_WILKINSON","MICHAEL_WILKINSON","True","CN=MICHAEL_WILKINSON,OU=ServiceAccounts,DC=corp,DC=lab"
"HANS_POPE","HANS_POPE","True","CN=HANS_POPE,OU=FSR,OU=Tier 1,DC=corp,DC=lab"
"LATONYA_SALAZAR","LATONYA_SALAZAR","True","CN=LATONYA_SALAZAR,OU=Test,OU=AZR,OU=Stage,DC=corp,DC=lab"
"JEWEL_MAYO","JEWEL_MAYO","True","CN=JEWEL_MAYO,OU=Groups,OU=ESM,OU=Stage,DC=corp,DC=lab"
"JERROLD_STANLEY","JERROLD_STANLEY","True","CN=JERROLD_STANLEY,OU=Test,OU=OGC,OU=Stage,DC=corp,DC=lab"
"VIVIAN_CAMERON","VIVIAN_CAMERON","True","CN=VIVIAN_CAMERON,OU=ServiceAccounts,OU=FSR,OU=Tier 1,DC=corp,DC=lab"
"TIMMY_TODD","TIMMY_TODD","True","CN=TIMMY_TODD,OU=T0-Servers,OU=Tier 0,OU=Admin,DC=corp,DC=lab"
"CANDICE_ADAMS","CANDICE_ADAMS","True","CN=CANDICE_ADAMS,OU=Test,OU=TST,OU=Tier 1,DC=corp,DC=lab"
"BROOKE_SANTIAGO","BROOKE_SANTIAGO","True","CN=BROOKE_SANTIAGO,OU=Test,OU=OGC,OU=Tier 2,DC=corp,DC=lab"
"CHRISTA_DEAN","CHRISTA_DEAN","True","CN=CHRISTA_DEAN,OU=Test,OU=OGC,OU=Tier 2,DC=corp,DC=lab"
"FELECIA_COOLEY","FELECIA_COOLEY","True","CN=FELECIA_COOLEY,OU=FIN,OU=Tier 1,DC=corp,DC=lab"
"ESTELLE_WOLF","ESTELLE_WOLF","True","CN=ESTELLE_WOLF,OU=ServiceAccounts,OU=GOO,OU=Stage,DC=corp,DC=lab"
"ERIKA_DALTON","ERIKA_DALTON","True","CN=ERIKA_DALTON,OU=Test,OU=SEC,OU=Stage,DC=corp,DC=lab"
"7590354085SA","7590354085SA","True","CN=7590354085SA,OU=Groups,OU=ESM,OU=Tier 1,DC=corp,DC=lab"
"KENDALL_WALTER","KENDALL_WALTER","True","CN=KENDALL_WALTER,OU=GOO,OU=Stage,DC=corp,DC=lab"
"ELBA_HOOPER","ELBA_HOOPER","True","CN=ELBA_HOOPER,OU=BDE,OU=Tier 1,DC=corp,DC=lab"
"RICHARD_SARGENT","RICHARD_SARGENT","True","CN=RICHARD_SARGENT,OU=FIN,OU=People,DC=corp,DC=lab"
"IMELDA_NOBLE","IMELDA_NOBLE","True","CN=IMELDA_NOBLE,OU=Groups,OU=FIN,OU=Stage,DC=corp,DC=lab"
"BRADFORD_CASE","BRADFORD_CASE","True","CN=BRADFORD_CASE,OU=Test,OU=OGC,OU=Stage,DC=corp,DC=lab"
"PAUL_THORNTON","PAUL_THORNTON","True","CN=PAUL_THORNTON,OU=Groups,OU=FIN,OU=Stage,DC=corp,DC=lab"
"AVA_MCCLAIN","AVA_MCCLAIN","True","CN=AVA_MCCLAIN,OU=Groups,OU=FSR,OU=Tier 2,DC=corp,DC=lab"
"JORDAN_CRANE","JORDAN_CRANE","True","CN=JORDAN_CRANE,OU=Groups,OU=SEC,OU=Tier 2,DC=corp,DC=lab"
"KYLE_WALTER","KYLE_WALTER","True","CN=KYLE_WALTER,OU=Devices,OU=ITS,OU=Tier 1,DC=corp,DC=lab"
"TIM_CURTIS","TIM_CURTIS","True","CN=TIM_CURTIS,OU=Tier 1,DC=corp,DC=lab"
"TYSON_KIM","TYSON_KIM","True","CN=TYSON_KIM,OU=Devices,OU=ESM,OU=Tier 1,DC=corp,DC=lab"
"BETSY_JENKINS","BETSY_JENKINS","True","CN=BETSY_JENKINS,OU=T2-Servers,OU=Tier 2,OU=Admin,DC=corp,DC=lab"
"VERNON_CASE","VERNON_CASE","True","CN=VERNON_CASE,OU=Quarantine,DC=corp,DC=lab"
"BRENDAN_KIDD","BRENDAN_KIDD","True","CN=BRENDAN_KIDD,OU=Groups,OU=SEC,OU=Tier 2,DC=corp,DC=lab"
"MABLE_CANTU","MABLE_CANTU","True","CN=MABLE_CANTU,OU=SEC,OU=Tier 2,DC=corp,DC=lab"
"KATY_WONG","KATY_WONG","True","CN=KATY_WONG,OU=Groups,OU=HRE,OU=Stage,DC=corp,DC=lab"
"WILLIS_MEYER","WILLIS_MEYER","True","CN=WILLIS_MEYER,OU=ServiceAccounts,OU=GOO,OU=Stage,DC=corp,DC=lab"
"FLORA_HYDE","FLORA_HYDE","True","CN=FLORA_HYDE,OU=Testing,DC=corp,DC=lab"
"EMMETT_COCHRAN","EMMETT_COCHRAN","True","CN=EMMETT_COCHRAN,OU=ServiceAccounts,OU=OGC,OU=Tier 1,DC=corp,DC=lab"
"AUDRA_FITZGERALD","AUDRA_FITZGERALD","True","CN=AUDRA_FITZGERALD,OU=Stage,DC=corp,DC=lab"
"ROY_WALL","ROY_WALL","True","CN=ROY_WALL,OU=AZR,OU=Stage,DC=corp,DC=lab"
"MARLON_PARK","MARLON_PARK","True","CN=MARLON_PARK,OU=Groups,OU=BDE,OU=Tier 2,DC=corp,DC=lab"
"YVETTE_WORKMAN","YVETTE_WORKMAN","True","CN=YVETTE_WORKMAN,OU=HR,DC=corp,DC=lab"
"5459774960SA","5459774960SA","True","CN=5459774960SA,OU=Devices,OU=AWS,OU=Stage,DC=corp,DC=lab"
"VAN_LOTT","VAN_LOTT","True","CN=VAN_LOTT,OU=Devices,OU=ESM,OU=Tier 2,DC=corp,DC=lab"
"MARLENE_HOLMES","MARLENE_HOLMES","True","CN=MARLENE_HOLMES,OU=ServiceAccounts,OU=ITS,OU=Stage,DC=corp,DC=lab"
"ANNABELLE_MOSES","ANNABELLE_MOSES","True","CN=ANNABELLE_MOSES,OU=Test,OU=BDE,OU=Stage,DC=corp,DC=lab"
"AUSTIN_WALTER","AUSTIN_WALTER","True","CN=AUSTIN_WALTER,OU=Test,OU=ITS,OU=Tier 2,DC=corp,DC=lab"
"WILFRED_GONZALES","WILFRED_GONZALES","True","CN=WILFRED_GONZALES,OU=Groups,OU=TST,OU=Stage,DC=corp,DC=lab"
"ESTELLA_HUFF","ESTELLA_HUFF","True","CN=ESTELLA_HUFF,OU=Groups,OU=TST,OU=Stage,DC=corp,DC=lab"
"LAVERNE_FLORES","LAVERNE_FLORES","True","CN=LAVERNE_FLORES,OU=Devices,OU=AZR,OU=Tier 1,DC=corp,DC=lab"
"LAVONNE_DEAN","LAVONNE_DEAN","True","CN=LAVONNE_DEAN,OU=AWS,OU=Tier 2,DC=corp,DC=lab"
"7793188162SA","7793188162SA","True","CN=7793188162SA,OU=Devices,OU=ESM,OU=Tier 2,DC=corp,DC=lab"
"MARTINA_ADAMS","MARTINA_ADAMS","True","CN=MARTINA_ADAMS,OU=ServiceAccounts,OU=SEC,OU=Stage,DC=corp,DC=lab"
"MOHAMMAD_CHASE","MOHAMMAD_CHASE","True","CN=MOHAMMAD_CHASE,OU=T0-Permissions,OU=Tier 0,OU=Admin,DC=corp,DC=lab"
"DAWN_SINGLETON","DAWN_SINGLETON","True","CN=DAWN_SINGLETON,OU=Deprovisioned,OU=People,DC=corp,DC=lab"
"DON_SARGENT","DON_SARGENT","True","CN=DON_SARGENT,OU=Groups,OU=SEC,OU=Stage,DC=corp,DC=lab"
"JOLENE_ODONNELL","JOLENE_ODONNELL","True","CN=JOLENE_ODONNELL,OU=Groups,OU=FIN,OU=Stage,DC=corp,DC=lab"
"WARREN_HUNT","WARREN_HUNT","True","CN=WARREN_HUNT,OU=ServiceAccounts,OU=AWS,OU=Tier 1,DC=corp,DC=lab"
"BRADY_WHITAKER","BRADY_WHITAKER","True","CN=BRADY_WHITAKER,OU=Groups,OU=ITS,OU=Stage,DC=corp,DC=lab"
"BENITA_OBRIEN","BENITA_OBRIEN","True","CN=BENITA_OBRIEN,OU=Test,OU=BDE,OU=Tier 1,DC=corp,DC=lab"
"AIDA_GRIFFITH","AIDA_GRIFFITH","True","CN=AIDA_GRIFFITH,OU=AZR,OU=Stage,DC=corp,DC=lab"
"MONIQUE_HENDRIX","MONIQUE_HENDRIX","True","CN=MONIQUE_HENDRIX,OU=Devices,OU=FIN,OU=Tier 1,DC=corp,DC=lab"
"WALLACE_YOUNG","WALLACE_YOUNG","True","CN=WALLACE_YOUNG,OU=HR,DC=corp,DC=lab"
"MOHAMED_BISHOP","MOHAMED_BISHOP","True","CN=MOHAMED_BISHOP,OU=T0-Servers,OU=Tier 0,OU=Admin,DC=corp,DC=lab"
"RUPERT_SEARS","RUPERT_SEARS","True","CN=RUPERT_SEARS,OU=FSR,OU=Stage,DC=corp,DC=lab"
"BRIDGETT_UNDERWOOD","BRIDGETT_UNDERWOOD","True","CN=BRIDGETT_UNDERWOOD,OU=TST,OU=People,DC=corp,DC=lab"
"KERRY_MERRITT","KERRY_MERRITT","True","CN=KERRY_MERRITT,OU=Test,OU=ESM,OU=Tier 2,DC=corp,DC=lab"
"AURELIO_ADAMS","AURELIO_ADAMS","True","CN=AURELIO_ADAMS,OU=Groups,OU=TST,OU=Tier 2,DC=corp,DC=lab"
"DOUGLAS_HANSON","DOUGLAS_HANSON","True","CN=DOUGLAS_HANSON,OU=Devices,OU=BDE,OU=Tier 1,DC=corp,DC=lab"
"BOYD_COX","BOYD_COX","True","CN=BOYD_COX,OU=Devices,OU=ESM,OU=Tier 1,DC=corp,DC=lab"
"ALVARO_BANKS","ALVARO_BANKS","True","CN=ALVARO_BANKS,OU=ServiceAccounts,OU=TST,OU=Tier 2,DC=corp,DC=lab"
"ELSA_HAYNES","ELSA_HAYNES","True","CN=ELSA_HAYNES,OU=ServiceAccounts,OU=AZR,OU=Stage,DC=corp,DC=lab"
"GALE_MALONE","GALE_MALONE","True","CN=GALE_MALONE,OU=TST,OU=Tier 1,DC=corp,DC=lab"
"2486564461SA","2486564461SA","True","CN=2486564461SA,OU=Groups,OU=HRE,OU=Tier 1,DC=corp,DC=lab"
"CLARICE_MCMAHON","CLARICE_MCMAHON","True","CN=CLARICE_MCMAHON,OU=Domain Controllers,DC=corp,DC=lab"
"BERRY_HOOPER","BERRY_HOOPER","True","CN=BERRY_HOOPER,OU=BDE,OU=Stage,DC=corp,DC=lab"
"DEREK_KERR","DEREK_KERR","True","CN=DEREK_KERR,OU=Groups,OU=ESM,OU=Tier 2,DC=corp,DC=lab"
"LATISHA_TERRY","LATISHA_TERRY","True","CN=LATISHA_TERRY,OU=Test,OU=FSR,OU=Tier 1,DC=corp,DC=lab"
"ADRIAN_VALENZUELA","ADRIAN_VALENZUELA","True","CN=ADRIAN_VALENZUELA,OU=Test,OU=FIN,OU=Tier 2,DC=corp,DC=lab"
"SYBIL_PARK","SYBIL_PARK","True","CN=SYBIL_PARK,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=corp,DC=lab"
"GAIL_COBB","GAIL_COBB","True","CN=GAIL_COBB,OU=TST,OU=Tier 2,DC=corp,DC=lab"
"FRANCIS_RIDDLE","FRANCIS_RIDDLE","True","CN=FRANCIS_RIDDLE,OU=ServiceAccounts,OU=HRE,OU=Tier 2,DC=corp,DC=lab"
"BENNY_PENNINGTON","BENNY_PENNINGTON","True","CN=BENNY_PENNINGTON,OU=Test,OU=OGC,OU=Stage,DC=corp,DC=lab"
"CINDY_HARPER","CINDY_HARPER","True","CN=CINDY_HARPER,OU=Devices,OU=ESM,OU=Tier 1,DC=corp,DC=lab"
"EVAN_MARSH","EVAN_MARSH","True","CN=EVAN_MARSH,OU=ServiceAccounts,OU=AZR,OU=Stage,DC=corp,DC=lab"
"FLORINE_FLETCHER","FLORINE_FLETCHER","True","CN=FLORINE_FLETCHER,OU=IT,DC=corp,DC=lab"
"BRENT_HARPER","BRENT_HARPER","True","CN=BRENT_HARPER,OU=FIN,OU=Tier 1,DC=corp,DC=lab"
"FRANCINE_CAMPBELL","FRANCINE_CAMPBELL","True","CN=FRANCINE_CAMPBELL,OU=Devices,OU=GOO,OU=Tier 1,DC=corp,DC=lab"
"LUISA_MANN","LUISA_MANN","True","CN=LUISA_MANN,OU=ServiceAccounts,OU=FIN,OU=Stage,DC=corp,DC=lab"
"JEAN_ARNOLD","JEAN_ARNOLD","True","CN=JEAN_ARNOLD,OU=Admin,DC=corp,DC=lab"
"SARA_MILLER","SARA_MILLER","True","CN=SARA_MILLER,OU=BDE,OU=Stage,DC=corp,DC=lab"
"GONZALO_HART","GONZALO_HART","True","CN=GONZALO_HART,OU=T0-Servers,OU=Tier 0,OU=Admin,DC=corp,DC=lab"
"JESSE_ESTRADA","JESSE_ESTRADA","True","CN=JESSE_ESTRADA,OU=TST,OU=Tier 1,DC=corp,DC=lab"
"HELEN_BARRETT","HELEN_BARRETT","True","CN=HELEN_BARRETT,OU=T2-Accounts,OU=Tier 2,OU=Admin,DC=corp,DC=lab"
"TYLER_HALEY","TYLER_HALEY","True","CN=TYLER_HALEY,OU=Devices,OU=GOO,OU=Tier 1,DC=corp,DC=lab"
"DOMINGO_SULLIVAN","DOMINGO_SULLIVAN","True","CN=DOMINGO_SULLIVAN,OU=T0-Devices,OU=Tier 0,OU=Admin,DC=corp,DC=lab"
"YOUNG_WIGGINS","YOUNG_WIGGINS","True","CN=YOUNG_WIGGINS,OU=T2-Permissions,OU=Tier 2,OU=Admin,DC=corp,DC=lab"
"ELI_ANDERSON","ELI_ANDERSON","True","CN=ELI_ANDERSON,OU=Devices,OU=GOO,OU=Tier 1,DC=corp,DC=lab"
"CESAR_BARR","CESAR_BARR","True","CN=CESAR_BARR,OU=ITS,OU=People,DC=corp,DC=lab"
"JOHNNIE_ROGERS","JOHNNIE_ROGERS","True","CN=JOHNNIE_ROGERS,OU=Devices,OU=FIN,OU=Tier 2,DC=corp,DC=lab"
"TABITHA_MCDANIEL","TABITHA_MCDANIEL","True","CN=TABITHA_MCDANIEL,OU=ServiceAccounts,OU=SEC,OU=Tier 2,DC=corp,DC=lab"
"VICTORIA_SUMMERS","VICTORIA_SUMMERS","True","CN=VICTORIA_SUMMERS,OU=ServiceAccounts,OU=FIN,OU=Tier 2,DC=corp,DC=lab"
"ELI_CARR","ELI_CARR","True","CN=ELI_CARR,OU=ServiceAccounts,OU=BDE,OU=Stage,DC=corp,DC=lab"
"MICKEY_LANE","MICKEY_LANE","True","CN=MICKEY_LANE,OU=Staging,OU=Admin,DC=corp,DC=lab"
"RODOLFO_JOHNS","RODOLFO_JOHNS","True","CN=RODOLFO_JOHNS,OU=ServiceAccounts,OU=BDE,OU=Stage,DC=corp,DC=lab"
"JULIE_WILDER","JULIE_WILDER","True","CN=JULIE_WILDER,OU=FSR,OU=Tier 2,DC=corp,DC=lab"
"ANGELINE_BUTLER","ANGELINE_BUTLER","True","CN=ANGELINE_BUTLER,OU=Devices,OU=OGC,OU=Tier 1,DC=corp,DC=lab"
"DANTE_HUTCHINSON","DANTE_HUTCHINSON","True","CN=DANTE_HUTCHINSON,OU=FIN,OU=People,DC=corp,DC=lab"
"ROSEMARIE_FERRELL","ROSEMARIE_FERRELL","True","CN=ROSEMARIE_FERRELL,OU=TST,OU=Tier 1,DC=corp,DC=lab"
"TEDDY_BARRETT","TEDDY_BARRETT","True","CN=TEDDY_BARRETT,OU=Test,OU=FSR,OU=Tier 2,DC=corp,DC=lab"
"NOAH_SOTO","NOAH_SOTO","True","CN=NOAH_SOTO,OU=ServiceAccounts,OU=TST,OU=Tier 2,DC=corp,DC=lab"
"FRITZ_ROSE","FRITZ_ROSE","True","CN=FRITZ_ROSE,OU=FSR,OU=Stage,DC=corp,DC=lab"
"MATT_HARVEY","MATT_HARVEY","True","CN=MATT_HARVEY,OU=OGC,OU=Tier 2,DC=corp,DC=lab"
"LINWOOD_FINCH","LINWOOD_FINCH","True","CN=LINWOOD_FINCH,OU=ServiceAccounts,OU=TST,OU=Tier 1,DC=corp,DC=lab"
"CECILIA_DAY","CECILIA_DAY","True","CN=CECILIA_DAY,OU=ITS,OU=People,DC=corp,DC=lab"
"JAVIER_CASTANEDA","JAVIER_CASTANEDA","True","CN=JAVIER_CASTANEDA,OU=Test,OU=AZR,OU=Stage,DC=corp,DC=lab"
"SAM_ALSTON","SAM_ALSTON","True","CN=SAM_ALSTON,OU=ServiceAccounts,OU=TST,OU=Tier 1,DC=corp,DC=lab"
"RACHELLE_HENRY","RACHELLE_HENRY","True","CN=RACHELLE_HENRY,OU=AWS,OU=Tier 2,DC=corp,DC=lab"
"NAOMI_HINES","NAOMI_HINES","True","CN=NAOMI_HINES,OU=Devices,OU=FIN,OU=Stage,DC=corp,DC=lab"
"DARRELL_SMALL","DARRELL_SMALL","True","CN=DARRELL_SMALL,OU=Devices,OU=ESM,OU=Tier 2,DC=corp,DC=lab"
